index,class,comment_sentence,partition,combo,labels
326,BlTextElementMeasurementStrategyExamples,method bltextelement tightmeasurement does exactly that and clips off any white space surrounding the text,0,method bltextelement tightmeasurement does exactly that and clips off any white space surrounding the text | bltextelementmeasurementstrategyexamples,"[0, 1, 0, 0, 0, 0]"
327,BlTextElementMeasurementStrategyExamples,it may be useful for displaying a short piece of a text usually a word centered within a larger element,0,it may be useful for displaying a short piece of a text usually a word centered within a larger element | bltextelementmeasurementstrategyexamples,"[0, 1, 0, 0, 0, 0]"
328,BlTextElementMeasurementStrategyExamples,example bltextelementmeasurementstrategyexamples textelementwithtightmeasurement nocode previewshow gtlivefor previewheight 75,0,example bltextelementmeasurementstrategyexamples textelementwithtightmeasurement nocode previewshow gtlivefor previewheight 75 | bltextelementmeasurementstrategyexamples,"[0, 1, 0, 0, 0, 0]"
329,BlTextElementMeasurementStrategyExamples,conslusion,0,conslusion | bltextelementmeasurementstrategyexamples,"[0, 1, 0, 0, 0, 0]"
341,BrExampleColoredElementStencil,i am an example of a custom stencil that creates a rounded rectangular element with cusomizable background color and corner radius,0,i am an example of a custom stencil that creates a rounded rectangular element with cusomizable background color and corner radius | brexamplecoloredelementstencil,"[0, 0, 1, 1, 1, 0]"
344,BrExamplesShowroom,in the example below we show all existing button styles,0,in the example below we show all existing button styles | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
345,BrExamplesShowroom,the following glamorous button reacts to various ui interaction events and changes its style according the state pressed hovered,0,the following glamorous button reacts to various ui interaction events and changes its style according the state pressed hovered | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
346,BrExamplesShowroom,example brexamplesshowroom glamorousbutton,0,example brexamplesshowroom glamorousbutton | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
347,BrExamplesShowroom,button can also be disabled to prevent click events,0,button can also be disabled to prevent click events | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
348,BrExamplesShowroom,example brexamplesshowroom glamorousdisabledbutton,0,example brexamplesshowroom glamorousdisabledbutton | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
349,BrExamplesShowroom,toggles,0,toggles | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
350,BrExamplesShowroom,labelled toggle,0,labelled toggle | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
352,BrExamplesShowroom,example brexamplesshowroom materiallabeltoggle,0,example brexamplesshowroom materiallabeltoggle | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
355,BrExamplesShowroom,we can compose label and icon looks to create a toggle button with both label and the icon,0,we can compose label and icon looks to create a toggle button with both label and the icon | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
356,BrExamplesShowroom,note that the order of looks defines the visual order of the label and icon,0,note that the order of looks defines the visual order of the label and icon | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
357,BrExamplesShowroom,example brexamplesshowroom materialtoggle,0,example brexamplesshowroom materialtoggle | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
358,BrExamplesShowroom,thus being said by swapping the label and icon look we can move the icon to the right from the label,0,thus being said by swapping the label and icon look we can move the icon to the right from the label | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
359,BrExamplesShowroom,example brexamplesshowroom materialreversedtoggle,0,example brexamplesshowroom materialreversedtoggle | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
360,BrExamplesShowroom,accordion,0,accordion | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
361,BrExamplesShowroom,tabs,0,tabs | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
362,BrExamplesShowroom,the content of each tab is defined with the help of a stencil,0,the content of each tab is defined with the help of a stencil | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
363,BrExamplesShowroom,toolbar,0,toolbar | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
365,BrExamplesShowroom,example brexamplesshowroom glamoroustoolbar,0,example brexamplesshowroom glamoroustoolbar | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
367,BrExamplesShowroom,list,0,list | brexamplesshowroom,"[0, 1, 0, 0, 0, 0]"
369,BrGlamorousIcons,you can import new icons using method name brglamorousicons class importiconsfromdirectory using the script below,0,you can import new icons using method name brglamorousicons class importiconsfromdirectory using the script below | brglamorousicons,"[1, 0, 1, 0, 0, 0]"
370,BrGlamorousIcons,it imports all png files and creates class methods with the same name,0,it imports all png files and creates class methods with the same name | brglamorousicons,"[0, 1, 1, 0, 0, 0]"
371,BrGlamorousIcons,brglamorousicons importiconsfromdirectory,0,brglamorousicons importiconsfromdirectory | brglamorousicons,"[0, 1, 0, 0, 0, 0]"
372,BrGlamorousIcons,gt icons asfilereference,0,gt icons asfilereference | brglamorousicons,"[0, 1, 0, 0, 0, 0]"
377,BrLook,i define how widgets look,0,i define how widgets look | brlook,"[0, 0, 1, 0, 0, 0]"
384,BrSelectionRequest,i am sent by a look to request selection update from the view model,0,i am sent by a look to request selection update from the view model | brselectionrequest,"[0, 0, 1, 0, 0, 0]"
386,BrTextEditor,the moldable editor,0,the moldable editor | brtexteditor,"[0, 0, 0, 1, 0, 0]"
389,BrTextEditorCursorElementRemovedEvent,i am sent by the text editor element when an element playing a role of the cursor is removed from the editor,0,i am sent by the text editor element when an element playing a role of the cursor is removed from the editor | brtexteditorcursorelementremovedevent,"[0, 0, 1, 1, 0, 0]"
391,BrTextEditorExamples,show gtprintin,0,show gtprintin | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
392,BrTextEditorExamples,10 factorial,0,10 factorial | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
394,BrTextEditorExamples,example brtexteditorexamples newtext,0,example brtexteditorexamples newtext | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
395,BrTextEditorExamples,next we build the editor,0,next we build the editor | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
396,BrTextEditorExamples,example brtexteditorexamples neweditor,0,example brtexteditorexamples neweditor | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
397,BrTextEditorExamples,then we attach text to the enditor,0,then we attach text to the enditor | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
398,BrTextEditorExamples,example brtexteditorexamples editor text,0,example brtexteditorexamples editor text | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
399,BrTextEditorExamples,next we create an editor element,0,next we create an editor element | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
401,BrTextEditorExamples,and finally build everything together,0,and finally build everything together | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
402,BrTextEditorExamples,example brtexteditorexamples element editortext show gtlivein,0,example brtexteditorexamples element editortext show gtlivein | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
403,BrTextEditorExamples,done,0,done | brtexteditorexamples,"[0, 1, 0, 0, 0, 0]"
404,BrTextEditorLetterInputFilter,i only allow letters,0,i only allow letters | brtexteditorletterinputfilter,"[0, 0, 1, 0, 0, 0]"
407,BrTextEditorSelectionRecorder,i am used to record text selection intervals while user drags mouse over the text editor,0,i am used to record text selection intervals while user drags mouse over the text editor | brtexteditorselectionrecorder,"[0, 0, 1, 0, 0, 1]"
408,BrTextEditorSelectionRecorder,additionally i play a role of a selection strategy to support single or multiple selection,0,additionally i play a role of a selection strategy to support single or multiple selection | brtexteditorselectionrecorder,"[0, 0, 1, 0, 0, 1]"
409,BrTextEditorSelectionUpdateCommand,i do the hard job of visually updating selection by requesting segment holders to partially update themselves,0,i do the hard job of visually updating selection by requesting segment holders to partially update themselves | brtexteditorselectionupdatecommand,"[0, 0, 1, 0, 1, 0]"
412,GtABAddress,i hold all data relevant for an address,0,i hold all data relevant for an address | gtabaddress,"[0, 0, 1, 0, 0, 0]"
414,GtConnectorButtonCreatedEvent,is sent by buttonattribute after button is created,0,is sent by buttonattribute after button is created | gtconnectorbuttoncreatedevent,"[0, 0, 1, 0, 0, 1]"
415,GtConnectorButtonCreatedEvent,i allow connector to be notified and attach its own additional handlers to newly created button,0,i allow connector to be notified and attach its own additional handlers to newly created button | gtconnectorbuttoncreatedevent,"[0, 0, 1, 0, 0, 1]"
416,GtDiagrammerArrowheadFilledCircleStencil,i create a filled circle arrow head with the border and background equal to the color of the curve,0,i create a filled circle arrow head with the border and background equal to the color of the curve | gtdiagrammerarrowheadfilledcirclestencil,"[0, 0, 1, 0, 0, 0]"
417,GtDiagrammerArrowheadFilledTriangleStencil,i create a filled triangle arrowhead,0,i create a filled triangle arrowhead | gtdiagrammerarrowheadfilledtrianglestencil,"[0, 0, 1, 0, 0, 0]"
418,GtDiagrammerArrowheadNoneStencil,i am used to remove arrow heads,0,i am used to remove arrow heads | gtdiagrammerarrowheadnonestencil,"[0, 0, 1, 0, 0, 0]"
419,GtDiagrammerDummyTool,i am a dummy tool that does nothing,0,i am a dummy tool that does nothing | gtdiagrammerdummytool,"[0, 0, 1, 1, 0, 0]"
420,GtDiagrammerEditorList,i display a list of editors of an object in a vertical list,0,i display a list of editors of an object in a vertical list | gtdiagrammereditorlist,"[0, 0, 1, 0, 0, 1]"
421,GtDiagrammerEditorList,i fetch data from the diagrammer editor data source,0,i fetch data from the diagrammer editor data source | gtdiagrammereditorlist,"[0, 0, 1, 0, 0, 1]"
423,GtDiagrammerExamples,diagrammer,0,diagrammer | gtdiagrammerexamples,"[0, 1, 0, 0, 0, 0]"
424,GtDiagrammerPicker,i am a scriptable toogle group to display a uniform collection of selectable values,0,i am a scriptable toogle group to display a uniform collection of selectable values | gtdiagrammerpicker,"[0, 0, 0, 1, 0, 0]"
425,GtDiagrammerPicker,picker,0,picker | gtdiagrammerpicker,"[0, 1, 0, 0, 0, 0]"
427,GtDiagrammerPicker,world,0,world | gtdiagrammerpicker,"[0, 1, 0, 0, 0, 0]"
434,GtDiagrammerPicker,margin blinsets all 3,0,margin blinsets all 3 | gtdiagrammerpicker,"[0, 1, 0, 0, 0, 0]"
436,GtDiagrammerPicker,picker constraintsdo c,0,picker constraintsdo c | gtdiagrammerpicker,"[0, 1, 0, 0, 0, 0]"
