index,class,comment_sentence,partition,combo,labels
1,AccessMixin,functionality,0,functionality | accessmixin,"[0, 0, 0, 0, 1]"
412,Audio,a url to download the data from,0,a url to download the data from | audio,"[0, 1, 0, 0, 0]"
414,Audio,path to a local file to load the data from,0,path to a local file to load the data from | audio,"[0, 1, 0, 0, 0]"
415,Audio,embed boolean,0,embed boolean | audio,"[0, 1, 0, 0, 0]"
416,Audio,should the audio data be embedded using a data uri true or should,0,should the audio data be embedded using a data uri true or should | audio,"[0, 1, 0, 0, 0]"
418,Audio,set this to true if you want the,0,set this to true if you want the | audio,"[0, 1, 0, 0, 0]"
419,Audio,audio to playable later with no internet connection in the notebook,0,audio to playable later with no internet connection in the notebook | audio,"[0, 1, 0, 0, 0]"
420,Audio,default is true unless the keyword argument url is set then,0,default is true unless the keyword argument url is set then | audio,"[0, 1, 0, 0, 0]"
421,Audio,default value is false,0,default value is false | audio,"[0, 1, 0, 0, 0]"
422,Audio,rate integer,0,rate integer | audio,"[0, 1, 0, 0, 0]"
423,Audio,the sampling rate of the raw data,0,the sampling rate of the raw data | audio,"[0, 1, 0, 0, 0]"
424,Audio,only required when data parameter is being used as an array,0,only required when data parameter is being used as an array | audio,"[0, 1, 0, 0, 0]"
427,Audio,default is false,0,default is false | audio,"[0, 1, 0, 0, 0]"
429,Audio,whether audio should be normalized rescaled to the maximum possible,0,whether audio should be normalized rescaled to the maximum possible | audio,"[0, 1, 0, 0, 0]"
432,Audio,when set to false data must be between,0,when set to false data must be between | audio,"[0, 1, 0, 0, 0]"
433,Audio,1 and 1 inclusive otherwise an error is raised,0,1 and 1 inclusive otherwise an error is raised | audio,"[0, 1, 0, 0, 0]"
439,Audio,framerate 44100,0,framerate 44100 | audio,"[1, 0, 0, 0, 0]"
440,Audio,t np linspace 0 5 framerate 5,0,t np linspace 0 5 framerate 5 | audio,"[1, 0, 0, 0, 0]"
444,Audio,dataleft np sin 2 np pi 220 t,0,dataleft np sin 2 np pi 220 t | audio,"[1, 0, 0, 0, 0]"
454,Audio,audio data b raw wav data,0,audio data b raw wav data | audio,"[1, 0, 0, 0, 0]"
456,capture_output,context manager for capturing stdout err,0,context manager for capturing stdout err | capture output,"[0, 0, 0, 0, 1]"
459,DisplayHook,the custom ipython displayhook to replace sys displayhook,0,the custom ipython displayhook to replace sys displayhook | displayhook,"[0, 0, 0, 0, 1]"
460,DisplayHook,this class does many things but the basic idea is that it is a callable,0,this class does many things but the basic idea is that it is a callable | displayhook,"[0, 0, 0, 1, 0]"
461,DisplayHook,that gets called anytime user code returns a value,0,that gets called anytime user code returns a value | displayhook,"[0, 0, 0, 1, 0]"
462,DummyMod,a dummy module used for ipython s interactive module when,0,a dummy module used for ipython s interactive module when | dummymod,"[0, 0, 0, 0, 1]"
467,HelpEnd,transformer for help syntax obj,0,transformer for help syntax obj | helpend,"[0, 0, 0, 0, 1]"
469,HistoryAccessor,access the history database without adding to it,0,access the history database without adding to it | historyaccessor,"[0, 0, 0, 0, 1]"
470,HistoryAccessor,this is intended for use by standalone history tools,0,this is intended for use by standalone history tools | historyaccessor,"[1, 0, 0, 0, 0]"
473,InteractiveShellApp,as part of configuring a shell environment,0,as part of configuring a shell environment | interactiveshellapp,"[0, 0, 0, 0, 1]"
476,InteractiveShellApp,meth init path,0,meth init path | interactiveshellapp,"[0, 0, 0, 1, 0]"
477,InteractiveShellApp,meth init shell to be implemented by the subclass,0,meth init shell to be implemented by the subclass | interactiveshellapp,"[0, 0, 0, 1, 0]"
478,InteractiveShellApp,meth init gui pylab,0,meth init gui pylab | interactiveshellapp,"[0, 0, 0, 1, 0]"
479,InteractiveShellApp,meth init extensions,0,meth init extensions | interactiveshellapp,"[0, 0, 0, 1, 0]"
480,InteractiveShellApp,meth init code,0,meth init code | interactiveshellapp,"[0, 0, 0, 1, 0]"
482,LazyEvaluate,this is used for formatting strings with values that need to be updated,0,this is used for formatting strings with values that need to be updated | lazyevaluate,"[0, 0, 1, 0, 0]"
486,Magics,this can make some functions easier to type eg cd,0,this can make some functions easier to type eg cd | magics,"[0, 0, 1, 0, 0]"
491,Magics,must,0,must | magics,"[1, 0, 0, 0, 0]"
492,Magics,use the method decorators line magic and cell magic to decorate,0,use the method decorators line magic and cell magic to decorate | magics,"[1, 0, 0, 0, 0]"
493,Magics,individual methods as magic functions and,0,individual methods as magic functions and | magics,"[1, 0, 0, 0, 0]"
494,Magics,use the class decorator magics class to ensure that the magic,0,use the class decorator magics class to ensure that the magic | magics,"[1, 0, 0, 0, 0]"
496,Magics,initialization,0,initialization | magics,"[1, 0, 0, 0, 0]"
497,MyFrame,this is myframe,0,this is myframe | myframe,"[0, 0, 0, 0, 1]"
501,RichPromptDisplayHook,subclass of base display hook using coloured prompt,0,subclass of base display hook using coloured prompt | richpromptdisplayhook,"[0, 0, 0, 0, 1]"
505,Struct,attribute style access,0,attribute style access | struct,"[0, 0, 0, 1, 0]"
506,Struct,protection of class members like keys items when using attribute,0,protection of class members like keys items when using attribute | struct,"[0, 0, 0, 1, 0]"
507,Struct,style access,0,style access | struct,"[0, 0, 0, 1, 0]"
508,Struct,the ability to restrict assignment to only existing keys,0,the ability to restrict assignment to only existing keys | struct,"[0, 0, 0, 1, 0]"
516,TermColors,string suitable for defining dummy color schemes in terminals which get,0,string suitable for defining dummy color schemes in terminals which get | termcolors,"[0, 0, 0, 0, 1]"
517,TermColors,confused by color escapes,0,confused by color escapes | termcolors,"[0, 0, 0, 0, 1]"
519,UserMagics,placeholder for user defined magics to be added at runtime,0,placeholder for user defined magics to be added at runtime | usermagics,"[0, 0, 0, 0, 1]"
520,UserMagics,all magics are eventually merged into a single namespace at runtime but we,0,all magics are eventually merged into a single namespace at runtime but we | usermagics,"[0, 0, 1, 1, 0]"
523,UserMagics,their own class,0,their own class | usermagics,"[0, 0, 1, 1, 0]"
524,YouTubeVideo,class for embedding a youtube video in an ipython session based on its video id,0,class for embedding a youtube video in an ipython session based on its video id | youtubevideo,"[0, 0, 0, 0, 1]"
525,YouTubeVideo,eg to embed the video from https www youtube com watch v foo you would,0,eg to embed the video from https www youtube com watch v foo you would | youtubevideo,"[1, 0, 0, 0, 0]"
526,YouTubeVideo,do,0,do | youtubevideo,"[1, 0, 0, 0, 0]"
528,YouTubeVideo,display vid,0,display vid | youtubevideo,"[1, 0, 0, 0, 0]"
529,YouTubeVideo,to start from 30 seconds,0,to start from 30 seconds | youtubevideo,"[1, 0, 0, 0, 0]"
530,YouTubeVideo,vid youtubevideo abc start 30,0,vid youtubevideo abc start 30 | youtubevideo,"[1, 0, 0, 0, 0]"
535,YouTubeVideo,other parameters can be provided as documented at,0,other parameters can be provided as documented at | youtubevideo,"[1, 1, 0, 0, 0]"
536,YouTubeVideo,https developers google com youtube player parameters parameters,0,https developers google com youtube player parameters parameters | youtubevideo,"[0, 1, 0, 0, 0]"
537,YouTubeVideo,when converting the notebook using nbconvert a jpeg representation of the video,0,when converting the notebook using nbconvert a jpeg representation of the video | youtubevideo,"[1, 0, 0, 0, 0]"
539,_MockPOP3,base mock that pretends to be a poplib pop3 connection,0,base mock that pretends to be a poplib pop3 connection | mockpop3,"[0, 0, 0, 0, 1]"
540,_MockPOP3,pm pop3mailbox localhost user bad conn cls mockpop3,0,pm pop3mailbox localhost user bad conn cls mockpop3 | mockpop3,"[1, 0, 0, 0, 0]"
542,_MockPOP3,accesserror,0,accesserror | mockpop3,"[1, 0, 0, 0, 0]"
544,_MockPOP3,conn cls mockpop3,0,conn cls mockpop3 | mockpop3,"[1, 0, 0, 0, 0]"
545,_MockPOP3,pm stat,0,pm stat | mockpop3,"[1, 0, 0, 0, 0]"
546,_MockPOP3,2 123456,0,2 123456 | mockpop3,"[1, 0, 0, 0, 0]"
547,_MockPOP3,pm iterkeys,0,pm iterkeys | mockpop3,"[1, 0, 0, 0, 0]"
551,_MockPOP3,msg subject for msg in pm,0,msg subject for msg in pm | mockpop3,"[1, 0, 0, 0, 0]"
552,_MockPOP3,msg 1 msg 2,0,msg 1 msg 2 | mockpop3,"[1, 0, 0, 0, 0]"
553,_MockPOP3,pm get msg size evil pm get msg size good,0,pm get msg size evil pm get msg size good | mockpop3,"[1, 0, 0, 0, 0]"
555,_MockPOP3,pm get bytes evil,0,pm get bytes evil | mockpop3,"[1, 0, 0, 0, 0]"
556,_MockPOP3,from test mailpile is nsubject msg 1 n noh hi,0,from test mailpile is nsubject msg 1 n noh hi | mockpop3,"[1, 0, 0, 0, 0]"
558,_MockPOP3,from,0,from | mockpop3,"[1, 0, 0, 0, 0]"
559,_MockPOP3,pm invalid key,0,pm invalid key | mockpop3,"[1, 0, 0, 0, 0]"
562,AutocryptSearch,search for the autocrypt database,0,search for the autocrypt database | autocryptsearch,"[0, 0, 0, 0, 1]"
563,AutoTlsConnBroker,this broker tries to auto upgrade connections to use tls or at,0,this broker tries to auto upgrade connections to use tls or at | autotlsconnbroker,"[0, 0, 0, 0, 1]"
564,AutoTlsConnBroker,least do the ssl handshake here so we can record info about it,0,least do the ssl handshake here so we can record info about it | autotlsconnbroker,"[0, 0, 0, 0, 1]"
566,ConfigDict,the object must be initialized with a dictionary which describes in,0,the object must be initialized with a dictionary which describes in | configdict,"[0, 0, 0, 1, 0]"
567,ConfigDict,a structured way what variables exist what their legal values are,0,a structured way what variables exist what their legal values are | configdict,"[0, 0, 0, 1, 0]"
568,ConfigDict,and what their defaults are and what they are for,0,and what their defaults are and what they are for | configdict,"[0, 0, 0, 1, 0]"
575,ConfigDict,a data type sanity check,0,a data type sanity check | configdict,"[0, 1, 0, 1, 0]"
577,ConfigDict,a default value,0,a default value | configdict,"[0, 1, 0, 1, 0]"
578,ConfigDict,if the sanity check is itself a dictionary of rules values are expected,0,if the sanity check is itself a dictionary of rules values are expected | configdict,"[0, 0, 0, 1, 0]"
581,ConfigDict,should be used with an empty list or dictionary as a default value,0,should be used with an empty list or dictionary as a default value | configdict,"[0, 1, 0, 0, 0]"
583,ConfigDict,rules in place of the default value,0,rules in place of the default value | configdict,"[0, 0, 0, 1, 0]"
584,ConfigDict,if the default value is an empty list it is assumed to be a list of,0,if the default value is an empty list it is assumed to be a list of | configdict,"[0, 0, 1, 1, 0]"
585,ConfigDict,values of the type specified,0,values of the type specified | configdict,"[0, 0, 1, 1, 0]"
588,ConfigDict,int 0,0,int 0 | configdict,"[1, 0, 0, 0, 0]"
590,ConfigDict,int 99,0,int 99 | configdict,"[1, 0, 0, 0, 0]"
596,ConfigDict,x x str,0,x x str | configdict,"[1, 0, 0, 0, 0]"
600,ConfigDict,pot potatoes pot liquids vodka 123,0,pot potatoes pot liquids vodka 123 | configdict,"[1, 0, 0, 0, 0]"
610,ConfigDict,vodka,0,vodka | configdict,"[1, 0, 0, 0, 0]"
614,ConfigDict,pot colors,0,pot colors | configdict,"[1, 0, 0, 0, 0]"
618,ConfigDict,123,0,123 | configdict,"[1, 0, 0, 0, 0]"
622,ConfigDict,traceback most recent call last,0,traceback most recent call last | configdict,"[1, 0, 0, 0, 0]"
624,ConfigDict,traceback most recent call last,0,traceback most recent call last | configdict,"[1, 0, 0, 0, 0]"
629,ConfigDict,configvalueerror invalid value for config colors 4 green,0,configvalueerror invalid value for config colors 4 green | configdict,"[1, 0, 0, 0, 0]"
631,ConfigDict,how many potatoes,0,how many potatoes | configdict,"[1, 0, 0, 0, 0]"
632,ConfigDict,type int 0,0,type int 0 | configdict,"[1, 0, 0, 0, 0]"
635,ConfigureMailboxes,add one or more mailboxes,0,add one or more mailboxes | configuremailboxes,"[0, 0, 0, 0, 1]"
636,ConfigureMailboxes,if not account is specified the mailbox is only assigned an id for use,0,if not account is specified the mailbox is only assigned an id for use | configuremailboxes,"[0, 0, 1, 0, 0]"
