index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
380,SwiftRestClient.java,return a snapshot of the statistics,0,return a snapshot of the statistics | swiftrestclient java,"[0, 0, 0, 0, 1, 0, 0]"
381,SwiftRestClient.java,delete operation,0,delete operation | swiftrestclient java,"[0, 0, 0, 0, 1, 0, 0]"
382,SwiftRestClient.java,param r,0,param r | swiftrestclient java,"[0, 0, 0, 0, 1, 0, 0]"
383,TableConfig.java,class that maintains table configuration,0,class that maintains table configuration | tableconfig java,"[1, 0, 0, 0, 0, 0, 0]"
384,TestAddBlock.java,test addblockop is written and read correctly,0,test addblockop is written and read correctly | testaddblock java,"[1, 0, 1, 0, 0, 0, 0]"
386,TestAdlContractSeekLive.java,test seek operation on adl file system,0,test seek operation on adl file system | testadlcontractseeklive java,"[1, 0, 0, 0, 0, 0, 0]"
388,TestCustomOauthTokenProvider.java,test custom oauth token providers,0,test custom oauth token providers | testcustomoauthtokenprovider java,"[1, 0, 0, 0, 0, 0, 0]"
392,TestEditLogFileOutputStream.java,test the editlogfileoutputstream,0,test the editlogfileoutputstream | testeditlogfileoutputstream java,"[1, 0, 0, 0, 0, 0, 0]"
393,TestFederationPolicyUtils.java,unit test for link federationpolicyutils,0,unit test for link federationpolicyutils | testfederationpolicyutils java,"[1, 0, 0, 0, 1, 0, 0]"
395,TestHandler.java,tests handler interface,0,tests handler interface | testhandler java,"[1, 0, 0, 0, 0, 0, 0]"
403,TestNativeAzureFileSystemUploadLogic.java,tests for the upload buffering and flush logic in wasb,0,tests for the upload buffering and flush logic in wasb | testnativeazurefilesystemuploadlogic java,"[1, 0, 0, 0, 0, 0, 0]"
409,TestOzoneNativeAuthorizer.java,test class for link ozonenativeauthorizer,0,test class for link ozonenativeauthorizer | testozonenativeauthorizer java,"[1, 0, 0, 0, 1, 0, 0]"
411,TestProtoBufRpc.java,this test depends on test proto definition of types in src test proto,0,this test depends on test proto definition of types in src test proto | testprotobufrpc java,"[0, 0, 1, 0, 0, 0, 0]"
413,TestRDBStore.java,rdbstore tests,0,rdbstore tests | testrdbstore java,"[1, 0, 0, 0, 0, 0, 0]"
415,TestRouterWebServiceUtil.java,test class to validate routerwebserviceutil methods,0,test class to validate routerwebserviceutil methods | testrouterwebserviceutil java,"[1, 0, 0, 0, 0, 0, 0]"
421,TestSaveNamespace.java,li recover from failure while saving into the second storage directory li,0,li recover from failure while saving into the second storage directory li | testsavenamespace java,"[0, 0, 1, 0, 0, 0, 0]"
422,TestSaveNamespace.java,li recover from failure while moving current into lastcheckpoint tmp li,0,li recover from failure while moving current into lastcheckpoint tmp li | testsavenamespace java,"[0, 0, 1, 0, 0, 0, 0]"
430,TestSeveralNameNodes.java,test that we can start several and run with namenodes on the same minicluster,0,test that we can start several and run with namenodes on the same minicluster | testseveralnamenodes java,"[1, 0, 1, 0, 0, 0, 0]"
432,TestSwiftFileSystemContract.java,default config set up to point to a filesystem,0,default config set up to point to a filesystem | testswiftfilesystemcontract java,"[1, 0, 0, 0, 0, 0, 0]"
434,TestSwiftFileSystemContract.java,are where swiftfs does not implement those features or,0,are where swiftfs does not implement those features or | testswiftfilesystemcontract java,"[0, 0, 0, 0, 0, 0, 1]"
435,TestSwiftFileSystemContract.java,when the behavior of swiftfs does not match the normal,0,when the behavior of swiftfs does not match the normal | testswiftfilesystemcontract java,"[0, 0, 0, 0, 0, 0, 1]"
436,TestSwiftFileSystemContract.java,contract which normally means that directories and equal files,0,contract which normally means that directories and equal files | testswiftfilesystemcontract java,"[0, 0, 0, 0, 0, 0, 1]"
437,TestSwiftFileSystemContract.java,are being treated as equal,0,are being treated as equal | testswiftfilesystemcontract java,"[0, 0, 0, 0, 0, 0, 1]"
438,TestTaskCommit.java,special committer that does not cleanup temporary files in,0,special committer that does not cleanup temporary files in | testtaskcommit java,"[1, 0, 0, 0, 0, 0, 0]"
440,TestTaskCommit.java,the framework s fileoutputcommitter cleans up any temporary,0,the framework s fileoutputcommitter cleans up any temporary | testtaskcommit java,"[0, 0, 0, 0, 0, 0, 1]"
441,TestTaskCommit.java,files left behind in aborttask,0,files left behind in aborttask | testtaskcommit java,"[1, 0, 0, 0, 0, 0, 1]"
442,TestTaskCommit.java,we want the test case to,0,we want the test case to | testtaskcommit java,"[0, 0, 0, 0, 0, 0, 1]"
443,TestTaskCommit.java,find these files and hence short circuit aborttask,0,find these files and hence short circuit aborttask | testtaskcommit java,"[1, 0, 0, 0, 0, 0, 1]"
444,TestTaskCommit.java,special committer that always requires commit,0,special committer that always requires commit | testtaskcommit java,"[0, 0, 0, 1, 0, 0, 0]"
445,TestTaskContext.java,tests context api and link statusreporter getprogress via link taskattemptcontext getprogress api,0,tests context api and link statusreporter getprogress via link taskattemptcontext getprogress api | testtaskcontext java,"[1, 0, 0, 0, 1, 0, 0]"
446,TestTopCLI.java,test class for topcli,0,test class for topcli | testtopcli java,"[1, 0, 0, 0, 0, 0, 0]"
447,TestUpgradeDomainBlockPlacementPolicy.java,end to end test case for upgrade domain,0,end to end test case for upgrade domain | testupgradedomainblockplacementpolicy java,"[1, 0, 0, 0, 0, 0, 0]"
449,TestUpgradeDomainBlockPlacementPolicy.java,config file and put some nodes to decommission state,0,config file and put some nodes to decommission state | testupgradedomainblockplacementpolicy java,"[0, 0, 1, 0, 0, 0, 0]"
452,TextInputFormat.java,an link inputformat for plain text files,0,an link inputformat for plain text files | textinputformat java,"[1, 0, 0, 0, 1, 0, 0]"
455,TextInputFormat.java,either linefeed or carriage return are used to signal end of line,0,either linefeed or carriage return are used to signal end of line | textinputformat java,"[0, 0, 1, 0, 0, 0, 0]"
457,TimelineDataToRetrieve.java,encapsulates information regarding which data to retrieve for each entity,0,encapsulates information regarding which data to retrieve for each entity | timelinedatatoretrieve java,"[1, 0, 1, 0, 1, 0, 0]"
464,TimelineDataToRetrieve.java,in response,0,in response | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
465,TimelineDataToRetrieve.java,this is represented as a link timelinefilterlist object,0,this is represented as a link timelinefilterlist object | timelinedatatoretrieve java,"[0, 0, 0, 0, 1, 0, 0]"
466,TimelineDataToRetrieve.java,containing link timelineprefixfilter objects,0,containing link timelineprefixfilter objects | timelinedatatoretrieve java,"[0, 0, 0, 0, 1, 0, 0]"
467,TimelineDataToRetrieve.java,these can either be,0,these can either be | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
468,TimelineDataToRetrieve.java,exact config keys or prefixes which are then compared against config,0,exact config keys or prefixes which are then compared against config | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
469,TimelineDataToRetrieve.java,or empty all configurations will be fetched if fieldstoretrieve,0,or empty all configurations will be fetched if fieldstoretrieve | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
470,TimelineDataToRetrieve.java,contains link field configs or link field all,0,contains link field configs or link field all | timelinedatatoretrieve java,"[0, 0, 0, 0, 1, 0, 0]"
471,TimelineDataToRetrieve.java,confused with configfilters which is used to decide which entities to,0,confused with configfilters which is used to decide which entities to | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
472,TimelineDataToRetrieve.java,return instead,0,return instead | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
474,TimelineDataToRetrieve.java,in response,0,in response | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
475,TimelineDataToRetrieve.java,this is represented as a link timelinefilterlist object,0,this is represented as a link timelinefilterlist object | timelinedatatoretrieve java,"[0, 0, 0, 0, 1, 0, 0]"
476,TimelineDataToRetrieve.java,containing link timelineprefixfilter objects,0,containing link timelineprefixfilter objects | timelinedatatoretrieve java,"[0, 0, 0, 0, 1, 0, 0]"
477,TimelineDataToRetrieve.java,these can either be,0,these can either be | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
478,TimelineDataToRetrieve.java,exact metric ids or prefixes which are then compared against metric,0,exact metric ids or prefixes which are then compared against metric | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
479,TimelineDataToRetrieve.java,or empty all metrics will be fetched if fieldstoretrieve contains,0,or empty all metrics will be fetched if fieldstoretrieve contains | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
480,TimelineDataToRetrieve.java,with metricfilters which is used to decide which entities to return,0,with metricfilters which is used to decide which entities to return | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
481,TimelineDataToRetrieve.java,instead,0,instead | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
483,TimelineDataToRetrieve.java,namely entity id entity type and entity created time,0,namely entity id entity type and entity created time | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
484,TimelineDataToRetrieve.java,all fields will,0,all fields will | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
486,TimelineDataToRetrieve.java,number of metrics to return,0,number of metrics to return | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
487,TimelineDataToRetrieve.java,this parameter is ignored if metrics are not to,0,this parameter is ignored if metrics are not to | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
488,TimelineDataToRetrieve.java,be fetched,0,be fetched | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
490,TimelineDataToRetrieve.java,be retrieved,0,be retrieved | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
492,TimelineDataToRetrieve.java,be retrieved,0,be retrieved | timelinedatatoretrieve java,"[0, 0, 1, 0, 1, 0, 0]"
495,TimelineStorageMonitor.java,this abstract class is for monitoring health of timeline storage,0,this abstract class is for monitoring health of timeline storage | timelinestoragemonitor java,"[1, 0, 0, 0, 0, 0, 1]"
496,TonyRuntimeFactory.java,implementation of runtimefactory with tony runtime,0,implementation of runtimefactory with tony runtime | tonyruntimefactory java,"[1, 0, 0, 0, 1, 0, 0]"
501,UniformSizeInputFormat.java,input splits for distcp,0,input splits for distcp | uniformsizeinputformat java,"[1, 0, 0, 0, 0, 0, 0]"
502,UniformSizeInputFormat.java,it looks at the copy listing and groups the contents into input splits such,0,it looks at the copy listing and groups the contents into input splits such | uniformsizeinputformat java,"[0, 0, 1, 0, 0, 0, 0]"
505,Utils.java,a utility class,0,a utility class | utils java,"[1, 0, 0, 0, 0, 0, 0]"
506,Utils.java,it provides,0,it provides | utils java,"[1, 0, 0, 0, 0, 0, 0]"
507,Utils.java,a path filter utility to filter out output part files in the output dir,0,a path filter utility to filter out output part files in the output dir | utils java,"[1, 0, 0, 0, 0, 0, 0]"
515,Utils.java,it doesnt accept paths having logs,0,it doesnt accept paths having logs | utils java,"[0, 0, 1, 1, 0, 0, 0]"
525,WritableComparator.java,to define alternate,0,to define alternate | writablecomparator java,"[0, 0, 1, 1, 1, 0, 0]"
528,WritableComparator.java,p one may optimize compare intensive operations by overriding,0,p one may optimize compare intensive operations by overriding | writablecomparator java,"[0, 0, 0, 1, 1, 0, 0]"
531,WritableComparator.java,static utility methods are,0,static utility methods are | writablecomparator java,"[0, 0, 0, 1, 1, 0, 0]"
534,YarnAuthorizationProvider.java,an implementation of the interface will provide authorization related,0,an implementation of the interface will provide authorization related | yarnauthorizationprovider java,"[1, 0, 0, 0, 0, 0, 0]"
536,YarnAuthorizationProvider.java,it is excepted that any of the,0,it is excepted that any of the | yarnauthorizationprovider java,"[0, 0, 1, 0, 0, 0, 1]"
539,YarnAuthorizationProvider.java,involve expensive computation as these method could be invoked in rpc,0,involve expensive computation as these method could be invoked in rpc | yarnauthorizationprovider java,"[0, 0, 1, 0, 0, 0, 1]"
540,YarnServiceJobSubmitter.java,submit a job to cluster,0,submit a job to cluster | yarnservicejobsubmitter java,"[1, 0, 0, 0, 0, 0, 0]"
543,ExecutorPlugin.java,a plugin which can be automatically instantiated within each spark executor,0,a plugin which can be automatically instantiated within each spark executor | executorplugin java,"[1, 0, 0, 0, 0, 0, 0]"
544,FlatMapFunction.java,a function that returns zero or more output records from each input record,0,a function that returns zero or more output records from each input record | flatmapfunction java,"[1, 0, 0, 0, 0, 0, 0]"
545,JavaRecord.java,java bean class to be used with the example javasqlnetworkwordcount,0,java bean class to be used with the example javasqlnetworkwordcount | javarecord java,"[0, 0, 0, 1, 0, 0, 0]"
546,JavaStreamingTestExample.java,perform streaming testing using welch s 2 sample t test on a stream of data where the data,0,perform streaming testing using welch s 2 sample t test on a stream of data where the data | javastreamingtestexample java,"[1, 0, 0, 0, 0, 0, 0]"
547,JavaStreamingTestExample.java,stream arrives as text files in a directory,0,stream arrives as text files in a directory | javastreamingtestexample java,"[1, 0, 0, 0, 0, 0, 0]"
549,JavaStreamingTestExample.java,significant p value 005 or after a user specified timeout in number of batches is exceeded,0,significant p value 005 or after a user specified timeout in number of batches is exceeded | javastreamingtestexample java,"[1, 0, 0, 0, 0, 0, 0]"
552,JavaStreamingTestExample.java,false 392,0,false 392 | javastreamingtestexample java,"[0, 0, 1, 0, 0, 0, 0]"
